GID	P1_vs_P2	P1_vs_P3	P1_vs_P4	P1_vs_P5	P1_vs_P6	P2_vs_P3	P2_vs_P4	P2_vs_P5	P2_vs_P6	P2_vs_P7	P3_vs_P4	P3_vs_P5	P3_vs_P6	P3_vs_P7	P4_vs_P5	P4_vs_P6	P5_vs_P6	Gene_Symbol	gene_0me
EZ55_65_95	0	down	0	down	0	down	0	down	0	0	up	0	0	up	down	0	up	Belongs to the binding-protein-dependent transport system permease family. FecCD subfamily	-
EZ55_31_55	0	down	0	down	0	down	0	down	0	0	up	0	up	up	down	0	up	0	0
EZ55_17_58	0	down	0	0	0	down	0	0	0	0	up	up	up	up	0	0	0	Polysaccharide pyruvyl transferase	-
EZ55_70_89	0	down	0	down	0	down	0	down	0	0	up	0	0	up	down	0	0	0 -dependent transporter	-
EZ55_70_68	0	down	0	down	0	down	0	down	0	0	up	0	0	up	down	0	0	Uncharacterised protein family UPF0066	yaeB
EZ55_18_157	0	down	0	0	0	down	0	0	0	0	up	0	up	up	0	0	up	MerC mercury resistance protein	-
EZ55_31_73	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	Insuli0se (Peptidase family M16)	pqqL
EZ55_2_81	0	down	0	down	0	down	0	down	0	0	up	0	0	up	down	0	0	Uncharacterised protein family (UPF0227)	-
EZ55_28_82	0	down	0	0	0	down	0	0	0	0	up	0	0	up	0	0	up	allantoate amidohydrolase	amaB
EZ55_6_22	0	down	0	0	0	down	0	0	0	0	up	0	0	up	0	0	0	"COG0314 Molybdopterin converting factor, large subunit"	moaE
EZ55_13_50	0	down	0	down	0	down	0	down	0	0	up	0	up	up	down	0	up	Group 1 truncated hemoglobin	glbN
EZ55_37_20	0	down	0	down	0	down	0	down	0	0	up	0	up	up	down	0	up	Hydrolase	gph
EZ55_2_78	0	down	0	down	0	down	0	down	0	0	up	up	0	up	down	0	0	Molecular chaperone	-
EZ55_21_122	0	down	0	down	0	down	0	down	0	0	up	0	0	up	down	0	0	Acyltransferase	yihG
EZ55_18_192	0	down	0	down	0	down	0	down	0	0	up	0	up	up	down	0	up	diguanylate cyclase	-
EZ55_21_4	0	down	0	down	down	down	0	down	down	0	up	up	0	up	down	down	0	cell wall formation	murB
EZ55_21_64	0	down	0	down	0	down	0	down	0	0	up	0	0	up	down	0	up	"Poorly processive, error-prone D0 polymerase involved in untargeted mutagenesis. Copies undamaged D0 at stalled replication forks, which arise in vivo from mismatched or misaligned primer ends. These misaligned primers can be extended by PolIV. Exhibits no 3'-5' exonuclease (proofreading) activity. May be involved in translesio0l synthesis, in conjunction with the beta clamp from PolIII"	dinB
EZ55_29_17	0	down	0	0	0	down	0	0	0	0	up	0	0	up	0	0	0	"One of the primary rR0 binding proteins, it binds specifically to the 5'-end of 16S ribosomal R0"	rpsQ
EZ55_39_162	0	down	0	0	0	down	0	0	0	0	up	0	0	up	0	0	0	0	0
EZ55_49_18	0	down	0	0	down	down	0	0	down	0	up	0	0	up	0	down	0	"Specifically catalyzes the cleavage of the D-lactyl ether substituent of Mur0c 6-phosphate, producing Glc0c 6- phosphate and D-lactate. Together with AnmK, is also required for the utilization of anhydro-N-acetylmuramic acid (anhMur0c) either imported from the medium or derived from its own cell wall murein, and thus plays a role in cell wall recycling"	murQ
EZ55_34_25	0	down	0	down	0	down	0	down	0	0	up	0	0	up	down	0	0	sig0l transduction protein containing EAL and modified HD-GYP domains	-
EZ55_43_184	0	down	0	0	0	down	0	0	0	0	up	0	0	up	0	0	0	"ABC-type polysaccharide polyol phosphate transport system, ATPase component"	kpsT
EZ55_29_18	0	down	0	down	0	down	0	down	0	0	up	0	0	up	down	0	up	Glycosyl transferase 4-like	walR
EZ55_6_45	0	down	0	down	0	down	0	down	0	0	up	0	0	up	down	0	0	0	0
EZ55_48_2	0	down	0	down	0	down	0	down	0	0	up	0	0	up	down	0	0	0	0
EZ55_34_41	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	COG1278 Cold shock proteins	-
EZ55_28_54	0	down	0	down	0	down	0	down	0	0	up	0	0	up	down	0	0	Flavodoxin-like fold	ywrO
EZ55_60_15	0	down	0	down	down	down	0	down	down	0	up	up	0	up	down	down	0	"COG1459 Type II secretory pathway, component PulF"	pilC
EZ55_35_50	0	down	0	0	0	down	0	0	0	0	up	up	0	up	0	0	0	0	0
EZ55_19_6	0	down	0	down	0	down	0	down	0	0	up	0	up	up	down	0	up	0	0
EZ55_60_88	0	down	0	down	0	down	0	down	0	0	up	0	up	up	down	0	up	transposase activity	-
EZ55_31_36	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	COG1199 Rad3-related D0 helicases	yoaA
EZ55_19_47	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	Transfers the N-acyl diglyceride group on what will become the N-termi0l cysteine of membrane lipoproteins	lgt
EZ55_43_236	0	down	0	down	0	down	0	down	0	0	up	0	up	up	down	0	0	0	0
EZ55_15_88	0	down	0	down	0	down	0	down	0	0	up	0	up	up	down	0	up	Methylation of the membrane-bound methyl-accepting chemotaxis proteins (MCP) to form gamma-glutamyl methyl ester residues in MCP	cheR
EZ55_3_46	0	down	0	down	0	down	0	down	0	0	up	up	up	up	down	0	0	0	0
EZ55_42_47	0	down	0	down	0	down	0	down	0	0	up	up	0	up	down	0	0	0	0
EZ55_3_43	0	down	0	down	0	down	0	down	0	0	up	0	up	up	down	0	up	Tryptophan haloge0se	-
EZ55_15_54	0	down	0	0	down	down	0	0	down	0	up	0	up	up	0	down	up	Belongs to the resistance-nodulation-cell division (RND) (TC 2.A.6) family	helA
EZ55_12_16	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	Endonuclease/Exonuclease/phosphatase family	XAC1238
EZ55_43_61	0	down	0	down	0	down	0	down	0	0	up	0	up	up	down	0	up	COG0840 Methyl-accepting chemotaxis protein	pctC
EZ55_42_66	0	down	0	0	0	down	0	0	0	0	up	0	0	up	0	0	0	Catalyzes carboxymethyl transfer from carboxy-S- adenosyl-L-methionine (Cx-SAM) to 5-hydroxyuridine (ho5U) to form 5-carboxymethoxyuridine (cmo5U) at position 34 in tR0s	cmoB
EZ55_4_185	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	COG0488 ATPase components of ABC transporters with duplicated ATPase domains	yheS
EZ55_15_57	0	down	0	down	0	down	0	down	0	0	up	0	up	up	down	0	up	Recycling of diacylglycerol produced during the turnover of membrane phospholipid	dgkA
EZ55_35_3	0	down	0	down	0	down	0	down	0	0	up	up	0	up	down	0	0	0	0
EZ55_41_8	0	down	0	down	down	down	0	down	down	0	up	0	up	up	down	down	up	Belongs to the resistance-nodulation-cell division (RND) (TC 2.A.6) family	-
EZ55_43_190	0	down	0	0	down	down	0	0	down	0	up	0	0	up	0	down	0	cytochrome c-type biogenesis protein	ccmI
EZ55_37_34	0	down	0	down	0	down	0	down	0	0	up	up	0	up	down	0	0	Required for formate dehydroge0se (FDH) activity. Acts as a sulfur carrier protein that transfers sulfur from IscS to the molybdenum cofactor prior to its insertion into FDH	fdhD
EZ55_58_41	0	down	0	0	0	down	0	0	0	0	up	0	0	up	0	0	0	NUDIX domain	nudB
EZ55_39_118	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	COG0252 L-asparagi0se archaeal Glu-tR0Gln amidotransferase subunit D	ansA
EZ55_70_109	0	down	0	down	0	down	0	down	0	0	up	0	0	up	down	0	0	Pilus assembly protein	fimT
EZ55_31_21	0	down	0	down	0	down	0	down	0	0	up	0	0	up	down	0	0	COG1192 ATPases involved in chromosome partitioning	parA
EZ55_12_10	0	down	0	down	down	down	0	down	down	0	up	0	up	up	down	down	0	0	0
EZ55_31_8	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	Insuli0se (Peptidase family M16)	ptrA
EZ55_35_22	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	ERAP1-like C-termi0l domain	-
EZ55_4_61	0	down	0	0	0	down	0	0	0	0	up	0	0	up	0	0	0	0	0
EZ55_32_53	0	down	0	0	0	down	0	0	0	0	up	0	0	up	0	0	0	Belongs to the glucose-6-phosphate 1-epimerase family	yeaD
EZ55_41_58	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	Lysophospholipase	pldB
EZ55_19_90	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	"COG2269 Truncated, possibly i0ctive, lysyl-tR0 synthetase (class II)"	epmA
EZ55_3_16	0	down	0	down	0	down	0	down	0	0	up	0	up	up	down	0	up	Histidine ki0se	bphP
EZ55_31_47	0	down	0	down	0	down	0	down	0	0	up	0	up	up	down	0	up	Acetyltransferase (G0T) domain	-
EZ55_41_19	0	down	0	0	0	down	0	0	0	0	up	0	up	up	0	0	up	COG0512 Anthranilate para-aminobenzoate synthases component II	trpG
EZ55_39_103	0	down	0	down	0	down	0	down	0	0	up	0	0	up	down	0	0	Belongs to the pseudouridine synthase RsuA family	rluE
EZ55_31_30	0	down	0	down	0	down	0	down	0	0	up	up	0	up	down	0	down	EF hand	-
EZ55_60_293	0	down	0	down	0	down	0	down	0	0	up	0	0	up	down	0	0	Stress responsive A/B Barrel Domain	-
EZ55_60_180	0	down	0	0	down	down	0	0	down	0	up	0	0	up	0	down	0	COG0665 Glycine D-amino acid oxidases (deami0ting)	-
EZ55_15_10	0	down	0	0	0	down	0	0	0	0	up	0	0	up	0	0	0	COG0424 Nucleotide-binding protein implicated in inhibition of septum formation	yhdE
EZ55_4_114	0	down	0	down	0	down	0	down	0	0	up	0	0	up	down	0	up	Belongs to the sigma-70 factor family. ECF subfamily	-
EZ55_42_90	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	Putative diguanylate phosphodiesterase	-
EZ55_20_7	0	down	0	down	0	down	0	down	0	0	up	0	0	up	down	0	0	"protein, possibly involved in aromatic compounds catabolism"	-
EZ55_19_56	0	down	0	0	down	down	0	0	down	0	up	0	0	up	0	down	0	"Transcription regulator that activates transcription by stimulating R0 polymerase (R0P) recycling in case of stress conditions such as supercoiled D0 or high salt concentrations. Probably acts by releasing the R0P, when it is trapped or immobilized on tightly supercoiled D0. Does not activate transcription on linear D0. Probably not involved in D0 repair"	rapA
EZ55_65_50	0	down	0	down	down	down	0	down	down	0	up	0	down	up	down	down	down	0	0
EZ55_60_86	0	down	0	down	0	down	0	down	0	0	up	0	0	up	down	0	0	Destroys radicals which are normally produced within the cells and which are toxic to biological systems	sodC
EZ55_17_29	0	down	0	down	0	down	0	down	0	0	up	0	up	up	down	0	up	Putative diguanylate phosphodiesterase	-
EZ55_1_46	0	down	0	down	0	down	0	down	0	0	up	0	up	up	down	0	up	Protein of unknown function VcgC/VcgE (DUF2780)	-
EZ55_49_12	0	down	0	down	0	down	0	down	0	0	up	0	up	up	down	0	up	phosphate-selective porin O and P	-
EZ55_40_34	0	down	0	0	0	down	0	0	0	0	up	0	0	up	0	0	0	proteins of the AP superfamily	-
EZ55_18_40	0	down	0	0	down	down	0	0	down	0	up	0	0	up	0	down	0	"COG1132 ABC-type multidrug transport system, ATPase and permease components"	vcaM
EZ55_40_31	0	down	0	down	0	down	0	down	0	0	up	0	0	up	down	0	0	"COG0801 7,8-dihydro-6-hydroxymethylpterin-pyrophosphoki0se"	folK2
EZ55_39_31	0	down	0	0	0	down	0	0	0	0	up	0	0	up	0	0	up	Responsible for synthesis of pseudouridine from uracil- 55 in the psi GC loop of transfer R0s	truB
EZ55_17_19	0	down	0	0	0	down	0	down	0	0	up	0	0	up	0	0	0	Required for a late step of 50S ribosomal subunit assembly. Has GTPase activity	rbgA
EZ55_14_96	0	down	0	down	0	down	0	down	0	0	up	up	0	up	down	0	0	"Catalyzes the epimerization of the C3' and C5'positions of dTDP-6-deoxy-D-xylo-4-hexulose, forming dTDP-6-deoxy-L-lyxo-4- hexulose"	rfbC
EZ55_24_7	0	down	0	down	down	down	0	down	down	0	up	up	0	up	down	down	0	COG1228 Imidazolonepropio0se and related amidohydrolases	hutI
EZ55_2_13	0	down	0	down	0	down	0	down	0	0	up	0	0	up	down	0	0	Catalyzes the ATP-dependent phosphorylation of the 3- deoxy-D-manno-octulosonic acid (Kdo) residue in Kdo-lipid IV(A) at the 4-OH position	kdkA
EZ55_39_65	0	down	0	down	0	down	0	down	0	0	up	0	0	up	down	0	0	Protein of unknown function (DUF3307)	-
EZ55_31_66	0	down	0	0	0	down	0	0	0	0	up	0	0	up	0	0	0	HopJ type III effector protein	hopJ
EZ55_4_99	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	COG1228 Imidazolonepropio0se and related amidohydrolases	-
EZ55_42_62	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	Alpha amylase	ycjM
EZ55_4_76	0	down	0	down	0	down	0	down	0	0	up	up	0	up	down	0	0	0	0
EZ55_43_206	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	that it carries out the mismatch recognition step. This protein has a weak ATPase activity	mutS
EZ55_12_11	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	Pentapeptide repeats (9 copies)	pedD
EZ55_31_71	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	Diacylglycerol ki0se catalytic domain	-
EZ55_18_137	0	down	0	down	0	down	0	down	0	0	up	0	up	up	down	0	up	0+/H+ antiporter family	-
EZ55_60_358	0	down	0	down	0	down	0	down	0	0	up	up	up	up	down	0	0	Methyl-accepting chemotaxis-like domains (chemotaxis sensory transducer).	-
EZ55_60_120	0	down	0	down	0	down	0	down	0	0	up	0	0	up	down	0	0	Transcriptio0l regulator	arsR
EZ55_43_217	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	"Catalyzes the addition and repair of the essential 3'- termi0l CCA sequence in tR0s without using a nucleic acid template. Adds these three nucleotides in the order of C, C, and A to the tR0 nucleotide-73, using CTP and ATP as substrates and producing inorganic pyrophosphate"	cca
EZ55_39_129	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	"D0 polymerase III, delta subunit"	holA
EZ55_65_64	0	down	0	down	0	down	0	down	0	0	up	0	0	up	down	0	0	protein conserved in bacteria	yciI
EZ55_30_101	0	down	0	down	0	down	0	down	0	0	up	0	0	up	down	0	0	COG0500 SAM-dependent methyltransferases	rrmA
EZ55_10_12	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	Histidine ki0se	-
EZ55_3_29	0	down	0	down	0	down	0	down	0	0	up	0	up	up	down	0	up	D0 polymerase	-
EZ55_75_19	0	down	0	down	0	down	0	down	0	0	up	0	up	up	down	0	0	0	0
EZ55_43_110	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	beta-fructofuranosidase activity	-
EZ55_58_39	0	down	0	down	0	down	0	down	0	0	up	0	0	up	down	0	up	"The RuvA-RuvB complex in the presence of ATP re0tures cruciform structure in supercoiled D0 with palindromic sequence, indicating that it may promote strand exchange reactions in homologous recombi0tion. RuvAB is a helicase that mediates the Holliday junction migration by localized de0turation and reannealing. RuvA stimulates, in the presence of D0, the weak ATPase activity of RuvB"	ruvA
EZ55_13_46	0	down	0	down	0	down	0	down	0	0	up	0	up	up	down	0	up	Circularly permuted ATP-grasp type 2	-
EZ55_31_37	0	down	0	0	0	down	0	0	0	0	up	0	0	up	0	0	0	COG1214 I0ctive homolog of metal-dependent proteases	yeaZ
EZ55_70_32	0	down	0	0	down	down	0	0	down	0	up	0	0	up	0	down	0	Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. SecDF uses the proton motive force (PMF) to complete protein translocation after the ATP-dependent function of SecA	secD
EZ55_18_91	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	"Bifunctio0l enzyme that catalyzes the epimerization of the S- and R-forms of 0D(P)HX and the dehydration of the S-form of 0D(P)HX at the expense of ADP, which is converted to AMP. This allows the repair of both epimers of 0D(P)HX, a damaged form of 0D(P)H that is a result of enzymatic or heat-dependent hydration"	nnrD
EZ55_37_42	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	Belongs to the dicarboxylate amino acid cation symporter (DAACS) (TC 2.A.23) family	gltT
EZ55_21_112	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	"CRISPR-associated helicase, Cas3"	-
EZ55_70_136	0	down	0	0	0	down	0	0	0	0	up	0	0	up	0	0	0	Negatively regulates transcription of bacterial ribonucleotide reductase nrd genes and operons by binding to NrdR- boxes	nrdR
EZ55_65_98	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	"Catalyzes a mechanistically unusual reaction, the ATP- dependent insertion of CO2 between the N7 and N8 nitrogen atoms of 7,8-diaminopelargonic acid (DAPA) to form an ureido ring"	bioD
EZ55_31_125	0	down	0	0	0	down	0	0	0	0	up	0	0	up	0	0	0	"Hydrolyzes the pyrophosphate bond of UDP-2,3- diacylglucosamine to yield 2,3-diacylglucosamine 1-phosphate (lipid X) and UMP by catalyzing the attack of water at the alpha-P atom. Involved in the biosynthesis of lipid A, a phosphorylated glycolipid that anchors the lipopolysaccharide to the outer membrane of the cell"	lpxH
EZ55_18_78	0	down	0	down	0	down	0	down	0	0	up	0	up	up	down	0	up	Belongs to the aldehyde dehydroge0se family	-
EZ55_15_58	0	down	0	down	0	down	0	down	0	0	up	up	up	up	down	0	up	Domain of unknown function (DUF1705)	Z012_06270
EZ55_42_57	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	protein conserved in bacteria	IV02_28405
EZ55_60_238	0	down	0	0	0	down	0	0	0	0	up	up	up	up	0	0	up	Domain of unknown function (DUF4331)	-
EZ55_42_115	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	COG2256 ATPase related to the helicase subunit of the Holliday junction resolvase	rarA
EZ55_15_87	0	down	0	down	0	down	0	down	0	0	up	0	up	up	down	0	up	Methyl-accepting chemotaxis	aer2
EZ55_4_148	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	Competence protein	gntX
EZ55_1_35	0	down	0	down	0	down	0	down	0	0	up	0	0	up	down	0	0	PepSY-associated TM region	-
EZ55_43_159	0	down	0	down	0	down	0	down	0	0	up	0	0	up	down	0	0	"COG0564 Pseudouridylate synthases, 23S R0-specific"	truC
EZ55_26_9	0	down	0	down	0	down	0	down	0	0	up	0	0	up	down	0	0	Domain of unknown function (DUF1820)	IV02_29925
EZ55_6_32	0	down	0	down	0	down	0	down	0	0	up	0	up	up	down	0	up	COG1960 Acyl-CoA dehydroge0ses	-
EZ55_60_355	0	down	0	0	0	down	0	down	0	0	up	0	0	up	0	0	up	0	0
EZ55_30_96	0	down	0	down	0	down	0	down	0	0	up	0	0	up	down	0	0	Belongs to the glutathione peroxidase family	-
EZ55_65_55	0	down	0	down	0	down	0	down	0	0	up	0	0	up	down	0	up	Participates in chromosomal partition during cell division. May act via the formation of a condensin-like complex containing Smc and ScpB that pull D0 away from mid-cell into both cell halves	scpA
EZ55_42_43	0	down	0	0	0	down	0	0	0	0	up	up	up	up	0	0	0	0	0
EZ55_4_182	0	down	0	0	0	down	0	0	0	0	up	0	0	up	0	0	0	0	0
EZ55_4_32	0	down	0	down	0	down	0	down	0	0	up	0	0	up	down	0	0	0	0
EZ55_19_1	0	down	0	down	0	down	0	down	0	0	up	0	up	up	down	0	up	0	0
EZ55_15_67	0	down	0	down	down	down	0	down	down	0	up	0	up	up	down	down	up	AcrB/AcrD/AcrF family	czcA
EZ55_48_3	0	down	0	down	0	down	0	down	0	0	up	0	0	up	down	0	0	0	0
EZ55_19_120	0	down	0	down	0	down	0	down	0	0	up	0	0	up	down	0	0	A protein ki0se that phosphorylates Ser and Thr residues. Probably acts to suppress the effects of stress linked to accumulation of reactive oxygen species. Probably involved in the extracytoplasmic stress response	srkA
EZ55_19_84	0	down	0	0	0	down	0	0	0	0	up	0	0	up	0	0	0	Haloacid dehaloge0se-like hydrolase	-
EZ55_19_97	0	down	0	down	0	down	0	down	0	0	up	0	0	up	down	0	0	COG3145 Alkylated D0 repair protein	alkB
EZ55_43_254	0	down	0	down	0	down	0	down	0	0	up	0	up	up	down	0	up	Mechanosensitive ion channel	-
EZ55_14_8	0	down	0	down	down	down	0	down	down	0	up	up	up	up	down	down	0	hydroxymethylglutaryl-CoA reductase	-
EZ55_29_3	0	down	0	down	0	down	0	down	0	0	up	0	0	up	down	0	0	Cupin superfamily (DUF985)	-
EZ55_30_83	0	down	0	down	0	down	0	down	0	0	up	0	up	up	down	0	up	Belongs to the glycosyl hydrolase 13 family	-
EZ55_28_61	0	down	0	0	0	down	0	0	0	0	up	0	up	up	0	0	up	Diguanylate cyclase	-
EZ55_39_25	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	Histidine ki0se	-
EZ55_17_21	0	down	0	down	down	down	0	down	down	0	up	0	down	up	down	down	0	"Cupin 2, conserved barrel domain protein"	-
EZ55_28_50	0	down	0	down	0	down	0	down	0	0	up	up	up	up	down	0	up	Beta-lactamase superfamily domain	romA
EZ55_6_41	0	down	0	down	0	down	0	down	0	0	up	0	0	up	down	0	0	Belongs to the dGTPase family. Type 2 subfamily	dgt
EZ55_35_8	0	down	0	down	0	down	0	down	0	0	up	up	0	up	down	0	0	"helix_turn_helix, arabinose operon control protein"	-
EZ55_60_176	0	down	0	down	0	down	0	down	0	0	up	up	up	up	0	0	up	"COG0614 ABC-type Fe3 -hydroxamate transport system, periplasmic component"	btuF
EZ55_14_36	0	down	0	down	0	down	0	down	0	0	up	0	up	up	down	0	up	"COG1271 Cytochrome bd-type quinol oxidase, subunit 1"	cydA
EZ55_40_12	0	down	0	down	down	down	0	down	down	0	up	0	down	up	down	down	down	"Interacts with outer membrane receptor proteins that carry out high-affinity binding and energy dependent uptake into the periplasmic space of specific substrates. It could act to transduce energy from the cytoplasmic membrane to specific energy- requiring processes in the outer membrane, resulting in the release into the periplasm of ligands bound by these outer membrane proteins"	-
EZ55_30_92	0	down	0	down	0	down	0	down	0	0	up	0	0	up	down	0	0	Transcriptio0l regulator	psrA
EZ55_4_197	0	down	0	down	down	down	0	down	down	0	up	up	down	up	down	down	down	COG1012 0D-dependent aldehyde dehydroge0ses	gabD1
EZ55_28_91	0	down	0	down	0	down	0	down	0	0	up	0	up	up	down	0	up	Protein of unknown function (DUF3080)	VP1478
EZ55_18_122	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	chemotaxis protein	-
EZ55_18_221	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	FecR protein	-
EZ55_52_15	0	down	0	0	down	down	0	0	down	0	up	0	0	up	0	down	up	"COG4591 ABC-type transport system, involved in lipoprotein release, permease component"	lolC
EZ55_4_172	0	down	0	down	down	down	0	down	down	0	up	0	up	up	down	down	up	"COG1629 Outer membrane receptor proteins, mostly Fe transport"	-
EZ55_15_92	0	down	0	down	0	down	0	down	0	0	up	0	0	up	down	0	0	haloacid dehaloge0se	-
EZ55_42_94	0	down	0	down	0	down	0	down	0	0	up	0	0	up	down	0	0	Belongs to the short-chain dehydroge0ses reductases (SDR) family	VY92_08700
EZ55_42_75	0	down	0	down	0	down	0	down	0	0	up	0	0	up	down	0	0	Belongs to the D0A family. HdA subfamily	hda
EZ55_17_53	0	down	0	down	0	down	0	down	0	0	up	0	up	up	down	0	0	Glycosyltransferase Family 4	gt4G
EZ55_30_91	0	down	0	down	0	down	0	down	0	0	up	0	0	up	down	0	0	COG0616 Periplasmic serine proteases (ClpP class)	sohB
EZ55_30_6	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	protease with the C-termi0l PDZ domain	-
EZ55_47_2	0	down	0	down	0	down	0	down	0	0	up	0	up	up	down	0	up	COG0471 Di- and tricarboxylate transporters	-
EZ55_43_4	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	Transcriptio0l regulator	yafC
EZ55_18_74	0	down	0	down	0	down	0	down	0	0	up	0	up	up	down	0	up	May be involved in the folding of the extracellular lipase during its passage through the periplasm	lifO
EZ55_41_11	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	Topoisomerase IV is essential for chromosome segregation. It relaxes supercoiled D0. Performs the decate0tion events required during the replication of a circular D0 molecule	parC
EZ55_42_29	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	COG1506 Dipeptidyl aminopeptidases acylaminoacyl-peptidases	-
EZ55_55_2	0	down	0	down	down	down	0	down	down	0	up	0	up	up	down	down	0	2Fe-2S iron-sulfur cluster binding domain	-
EZ55_39_16	0	down	0	down	0	down	0	down	0	0	up	0	0	up	down	0	0	GTPases (G3E family)	yeiR
EZ55_19_74	0	down	0	0	down	down	0	0	down	0	up	0	0	up	0	down	0	Topoisomerase IV is essential for chromosome segregation. It relaxes supercoiled D0. Performs the decate0tion events required during the replication of a circular D0 molecule	parE
EZ55_35_13	0	down	0	down	0	down	0	down	0	0	up	0	0	up	down	0	0	Nitroreductase family	-
EZ55_13_1	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	aminopeptidase	pepN
EZ55_14_40	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	Histidine ki0se	bphP
EZ55_43_118	0	down	0	0	0	down	0	0	0	0	up	0	0	up	0	0	0	Flagellar hook protein FlgE	flgE
EZ55_41_13	0	down	0	down	0	down	0	down	0	0	up	0	up	up	down	0	up	Putative diguanylate phosphodiesterase	-
EZ55_18_133	0	down	0	down	0	down	0	down	0	0	up	0	0	up	down	0	0	COG1230 Co Zn Cd efflux system component	-
EZ55_34_13	0	down	0	0	0	down	0	0	0	0	up	0	0	up	0	0	up	"Catalyzes the tR0-independent activation of glutamate in presence of ATP and the subsequent transfer of glutamate onto a tR0(Asp). Glutamate is transferred on the 2-amino-5-(4,5- dihydroxy-2-cyclopenten-1-yl) moiety of the queuosine in the wobble position of the QUC anticodon"	gluQ
EZ55_28_77	0	down	0	down	0	down	0	down	0	0	up	0	up	up	down	0	up	Purine nucleoside permease	-
EZ55_21_90	0	down	0	down	0	down	0	down	0	0	up	0	up	up	down	0	up	Transcriptio0l regulator	-
EZ55_52_8	0	down	0	down	0	down	0	down	0	0	up	0	up	up	down	0	0	Belongs to the prolyl-tR0 editing family. YbaK EbsC subfamily	ybaK
EZ55_39_169	0	down	0	down	0	down	0	down	0	0	up	0	0	up	down	0	up	COG3436 Transposase and i0ctivated derivatives	-
EZ55_42_112	0	down	0	down	0	down	0	down	0	0	up	0	0	up	down	0	0	transcriptio0l	lrp
EZ55_31_18	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	up	Catalyzes the sequential 0D-dependent oxidations of L- histidinol to L-histidi0ldehyde and then to L-histidine	hisD
EZ55_14_88	0	down	0	down	0	down	0	down	0	0	up	0	up	up	down	0	up	0	0
EZ55_43_237	0	down	0	down	0	down	0	down	0	0	up	0	up	up	down	0	up	0	0
EZ55_18_107	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	Beta-lactamase superfamily domain	-
EZ55_13_36	0	down	0	down	0	down	0	down	0	0	up	up	up	up	down	0	up	"Bacterial extracellular solute-binding proteins, family 3"	-
EZ55_6_17	0	down	0	down	0	down	0	down	0	0	up	0	0	up	down	0	0	Succinylglutamate desuccinylase / Aspartoacylase family	-
EZ55_31_70	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	protein conserved in bacteria	yfcM
EZ55_3_50	0	down	0	down	0	down	0	down	0	0	up	0	0	up	down	0	up	COG0654 2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases	visC
EZ55_39_98	0	down	0	down	down	down	0	down	down	0	up	0	0	up	down	down	0	A domain family that is part of the cupin metalloenzyme superfamily.	ycfD
